id,name,phone,website_url
1166,Waganupa Brewing,5302593705,http://www.waganupa.com
1167,Waterman Brewing Company,9167142337,http://www.watermanbrewing.com
1168,Wavelength Brewing Company,7608209283,http://www.wavelengthbrewco.com
1169,Westlake Brewing & Libation,7472227231,http://westlakebrewingcompany.com
1170,White Labs Tasting Room,8586933441,http://www.whitelabs.com
1171,Whole Foods Market Brewing Company- Floodcraft Brewing,4082071126,http://floodcraftbrewing.com/
1172,Wicks Brewing Company LLC,9516892739,http://wicksbrewing.com
1173,Wiens Brewing Co,9516949892,http://www.weinsbrewing.com
1174,Wild Barrel Brewing Company,7605934785,http://www.wildbarrelbrewing.com
1175,Wildcard Brewing Company,5307229239,http://www.wildcardbrewingco.com
1176,Wiretap Brewing Corporation,,http://www.wiretapbrewing.com
1177,Wolf Creek Brewery,6612639653,
1178,Woodfour Brewing Company,7078233144,
1179,Woodhouse Blending & Brewing,6198889489,
1180,Woods Bar & Brewery,4155091695,http://www.woodsbeer.com
1181,Woods Beer Company,4158149212,http://woodsbeer.com
1182,Woods CervecerÃ­a,4152739295,http://www.cerveceriasf.com
1183,Woody's Brewery,5307681034,http://www.woodysbrewing.com
1184,Working Man Brewing Co,9252699622,http://www.workingmanbrewing.com
1185,Ximix Craft Exploration,7603332351,http://www.ximixcraft.com
1186,Yeti Restaurant,7075219608,http://www.yetirestaurant.com
1187,Yolo Brewing Co,9163797585,http://www.yolobrew.com
1188,Yorkshire Square Brewing Co.,4243765115,http://www.yorkshiresquarebrewery.com
1189,Zone 9 Brewing Company,5592600539,
1190,Zymurgy Brew Works,3106502474,http://www.zymurgybrewworks.com
1191,10 Barrel Brewing Co - Denver,7205738992,
1192,105 West Brewing Co,3033257321,http://www.105westbrewing.com
1193,12Degree Brewing,3035791004,http://www.12degree.com
1194,14er Brewing Company,7207731437,http://www.14erBrewing.com
1195,3 Freaks Brewing Co,7202990994,http://www.3freaksbrewery.com
1196,300 Suns Brewing Company,,http://www.300sunsbrewing.com
1197,38 State Brewing,7206383678,http://www.38statebrew.com
1198,4 Noses Brewing Company,7204602797,http://4nosesbrewing.com
1199,4B's Brewery,9708567762,http://www.4bsbrewery.com
1200,6 & 40 Brewery/Taproom,3032325347,http://www.tomsbrewshop.com
1201,7 Hermits Brewing Company,9704714979,http://www.7hermitsbrewing.com
1202,Acidulous Brewing Company,3039952895,
1203,Aero Craft Brewing,3039185446,http://www.aerocraft.beer
1204,Alpine Dog Brewing Co,3038321245,http://www.alpinedogbrewery.com
1205,Altered Code Brewing,,http://www.alteredcodebrewing.com
1206,Alternation Brewing Company,3038025340,http://www.alternationbrewing.com
1207,Amalgam Brewing,,http://www.amalgambrewing.com
1208,Angry James Brewing Co,9704558800,http://www.angryjamesbrewing.com
1209,Anheuser-Busch Inc - Fort Collins,9704904500,
1210,Animas Brewing Co,9704038850,http://www.animasbrewing.com
1211,Asher Brewing Co,3035301381,http://asherbrewing.com
1212,Aspen Brewing Company,9709202739,http://www.aspenbrewingcompany.com
1213,Atom Brewing Company,8634120917,http://www.atombrewingcompany.com
1214,Atrevida Beer Company,7192664200,http://www.atrevidabeerco.com
1215,Avalanche Brewing Co,9703875282,http://www.avalanchebrewing.com
1216,Avant Garde Beer,3035191320,
1217,Avery Brewing Co,,
1218,Baere Brewing Company,9709014810,http://www.baerebrewing.com
1219,Banded Oak Brewing Company,7204798033,http://Bandedoakbrewing.com
1220,Barnett and Son Brewing Company,7204200462,
1221,Barrel Dog Brewing,5599176846,
1222,Barrels & Bottles Brewery,7203283643,http://www.barrelsbottles.com
1223,Beer By Design Brewery,3035172202,http://www.beerbydesign.com
1224,Berthoud Brewing Company,9705329850,http://www.berthoudbrewing.com
1225,Beyond The Mountain Brewing Company,7574072346,http://www.btmbrewing.com
1226,Bierstadt Lagerhaus,7205707824,http://www.bierstadtlager.com
1227,BierWerks,7196868100,http://www.bierwerks.com
1228,Big Beaver Brewing Co,9708186064,http://www.bigbeaverbrew.com
1229,Big Choice Brewing Co,3034692616,http://www.bigchoicebrewing.com
1230,Big Thompson Brewery,,
1231,BJs Restaurant & Brewery - Boulder,3034405200,http://www.bjsrestaurants.com
1232,Black Beak Brewing,3032107836,
1233,Black Bottle Brewery,9704932337,http://www.blackbottlebrewery.com
1234,Black Cat Brewing,,http://www.blackcatbrewing.com
1235,Black Forest Brewing Company,7193962011,http://www.blackforestbrewco.com
1236,Black Project Spontaneous & Wild Ales,7203342873,http://www.blackprojectbeer.com
1237,Black Shirt Brewing Co,3039932799,http://www.blackshirtbrewingco.com
1238,Black Sky Brewery,9702154536,http://www.blackskybrewing.com
1239,Blue Moon Brewery,,
1240,Blue Spruce Brewing,3037710590,http://www.bluesprucebrewing.com
1241,Blue Spruce Brewing Littleton,,http://www.bluesprucebrewing.com
1242,Boggy Draw Brewery,7209400338,http://www.boggydrawbrewing.com
1243,Bonfire Brewing,9703067113,http://www.bonfirebrewing.com
1244,Bonfire Brewing Production,9703067113,
1245,Bootstrap Brewing,3036524186,
1246,Bootstrap Brewing Co,3036524186,http://www.bootstrapbrewing.com
1247,Bottom Shelf Brewery,9708842442,http://www.bottomshelfbrewing.com
1248,Boulder Beer Co,,
1249,Boulder Beer On Walnut,3034471345,
1250,Brass Brewing Company,,
1251,Breckenridge Brewery,3036232739,http://www.breckenridgebrewery.com
1252,Breckenridge Brewery & Pub,9704531550,http://www.breckbrewpub.com
1253,Brew Pub and Kitchen,9702595959,http://www.brewpubkitchen.com
1254,Brewability Lab,8163515085,http://www.Brewabilitylab.com
1255,Brewery in Planning - Broomfield,,http://www.sawbrew.com
1256,Brewery In Planning - Cape Cod,,
1257,Brewery In Planning - Centennial,,
1258,"Brewery in Planning - Centennial, CO",7707572619,
1259,Brewery In Planning - CO,,
1260,"Brewery in Planning - Colorado Springs, CO",,
1261,Brewery in Planning - Commerce City,7203731644,
1262,Brewery In Planning - Denver,3033498158,
1263,Brewery in Planning - Denver,,
1264,Brewery In Planning - Eaton,,
1265,Brewery In Planning - Greeley,,
1266,Brewery In Planning - Highlands Ranch,,
1267,Brewery Rickoli,3034316862,http://www.breweryrickoli.com
1268,Brewmented,8772579956,http://www.brewmented.com
1269,Briar Common Brewery,7204703731,http://www.briarcommon.com
1270,Bristol Brewing Co,7196332555,http://www.bristolbrewing.com
1271,Brix Taphouse and Brewery,9703976146,http://www.brixtaphouseandbrewery.com
1272,Broken Compass Brewing,5419053016,http://www.brokencompassbrewing.com
1273,Broken Plow Brewery,9703978373,http://www.brokenplowbrewery.com
1274,BRU Handbuilt Ales and Eats,7206385193,http://www.bruboulder.com
1275,Brues Alehouse Brewing Company,7199249670,http://www.bruesalehouse.com
1276,Bruz Beers,3036502337,http://www.bruzbeers.com
1277,Buckhorn Brewers LLC,9709808688,
1278,Bull & Bush Brewery,3037590333,http://www.bullandbush.com
1279,Burgundian Brewing Co.,4704400420,http://www.facebook.com/BurgundianBrewing
1280,"Burly Brewing Company, LLC",,http://www.burlybrewing.com
1281,Burns Family Artisan Ales,2482242697,
1282,Butcherknife Brewing Company,9708792337,http://www.butcherknifebrewing.com
1283,C.B. and Potts/Big Horn Brewery - Englewood,3037701982,http://www.cbpotts.com
1284,C.B. and Potts/Big Horn Brewery - Highlands Ranch,7203441200,http://www.cbpotts.com
1285,C.B. and Potts/Big Horn Brewery - Westminster,3034515767,http://www.cbpotts.com
1286,Call To Arms Brewing Company,,http://www.facebook.com/calltoarmsbrewing
1287,Cannonball Creek Brewing Co,3032780111,http://www.cannonballcreekbrewing.com
1288,Capitol Creek Brewery,8704043657,http://www.capitolcreekbrewery.com
1289,Carbondale Beer Works,,http://www.carbondalebeerworks.com
1290,Carver Brewing Co,9702592545,http://carverbrewing.com
1291,Casey Brewing and Blending,9702309691,http://www.caseybrewing.com
1292,Castle Rock Beer Company,7203289008,http://www.castlerockbeerco.com
1293,Cellar West Artisan Ales,2627198795,http://www.cellarwest.com
1294,Cerberus Brewing Company,7196362337,http://www.cerberusbrewingco.com
1295,Cerebral Brewing,3039277365,http://www.cerebralbrewing.com
1296,Chain Reaction Brewing Company,3039220960,http://www.chainreactionbrewingco.com
1297,Cheluna Brewing Company,7206000020,http://www.cheluna.com
1298,ChopHouse and Brewery - Denver,3032960800,http://www.craftworksrestaurants.com
1299,City Star Brewing,9705327827,http://www.citystarbrewing.com
1300,Coal Mine Ave Brewing Company,7205044866,http://www.coalmineavebrewing.com
1301,CO-Brew,7204854959,http://www.cobrewdenver.com
1302,Coda Brewing Company,3038956475,http://codabrewing.com
1303,Cogstone Brewing Co,7194186595,http://www.cogstonebrewing.com
1304,Colorado Boy Pizzeria,9702402790,http://www.coloradoboy.com
1305,Colorado Boy Pub & Brewery,9706265333,http://www.coloradoboy.com
1306,Colorado Farm Brewery,7195800051,http://www.cofarmbeer.com
1307,Colorado Mountain Brewery,7192717951,http://www.cmbrew.com
1308,Colorado Mountain Brewery At the Roundhouse,7194668240,http://www.cmbrew.com
1309,Colorado Plus,3038775957,http://coloradoplus.net
1310,Comrade Brewing Company,7207480700,http://comradebrewing.com
1311,CooperSmiths Pub and Brewing,9704980483,http://www.coopersmithspub.com
1312,Copper Club Brewing Co,9708588318,http://www.copperclubbrew.com
1313,Copper Kettle Brewing Company,7204432522,http://www.copperkettledenver.com
1314,Crabtree Brewing,9703560516,http://www.crabtreebrewing.com
1315,Crazy Mountain Brewing Co,9709263009,http://www.crazymountainbrewery.com
1316,Crestone Brewing Company,7192566400,http://www.crestonebrewingco.com
1317,Crooked Stave Artisan Beer Project,7205083292,http://www.crookedstave.com
1318,Crow Hop Brewing Co. Ltd.,9706330643,http://www.crowhopbrewing.com
1319,Crystal Springs Brewing Co,3038845602,http://www.crystalspringsbrewing.com
1320,D.C. Oakes Brewhouse and Eatery,3034061757,http://www.dcoakesbrewhouse.com
1321,Dad & Dudes Breweria,3034005699,http://breweria.com
1322,Dead Hippie Brewing,7204467961,http://www.deadhippiebrewing.com
1323,Dean and Co,,
1324,Declaration Brewing Company,3039557410,http://www.declarationbrewing.com
1325,Dented Face Brewing Company,,
1326,Denver Beer Co,3034332739,http://www.denverbeerco.com
1327,Denver Beer Co Canworks,7202954781,
1328,Denver Beer Co Olde Town Arvada,,
1329,DeSteeg Brewing Co/Blind Faith Brewing,3034849698,http://www.desteegbrewing.com
1330,Diebolt Brewing,7206435940,http://www.dieboltbrewing.com
1331,Dillon Dam Brewery,9702627777,http://www.dambrewery.com
1332,Dive Bar Brewing Company,3039134355,http://divebarbeer.com
1333,Dodgeton Creek Brewing Co.,7198462339,http://www.dodgetoncreek.com
1334,Dolores River Brewery,9708824677,http://www.doloresriverbrewery.com
1335,Donavon Brewing Company,3039975920,http://www.donavonbrewing.com
1336,Dos Luces Brewery,3037254527,http://www.dosluces.com
1337,Dostal Alley Brewing Co,3035821610,http://www.dostalalley.net
1338,Downhill Brewing,3038052739,http://www.elkmountainbrewing.com
1339,Dratz Brewing Company,9705660036,http://www.dratzbrewing.com
1340,Dry Dock Brewing Co - North Dock,3034005606,http://www.drydockbrewing.com
1341,Dry Dock Brewing Co- South Dock,3034005606,http://www.drydockbrewing.com
1342,Dueces Wild Brewery,6079729260,http://www.dwbbrewery.com
1343,Durango Brewing Co,9702473396,http://www.durangobrewing.com
1344,Echo Brewing Cask and Barrel,7203612332,
1345,Echo Brewing Company,,
1346,Eddyline Brewing LLC,7199666018,http://eddylinebrewery.com
1347,Edgewater Brewery,9702433659,http://www.kannahcreekbrewingco.com/edgewater-brewery
1348,El Rancho Brewing,3036702739,http://www.elranchobrewing.com
1349,Elevation Beer Company,,
1350,Elk Avenue Brewing Company,7733307876,
1351,Endo Brewing Company,7204428052,http://endobrewing.com
1352,"Epic Brewing Co., LLC",7205397410,http://www.epicbrewing.com
1353,Equinox Brewing,9704841368,http://www.equinoxbrewing.com
1354,Estes Park Brewery,9705865421,http://www.epbrewery.net
1355,Evergreen Brewery,3037368419,http://www.evergreentaphouse.com
1356,Factotum Brewhouse,7204414735,http://www.factotumbrewhouse.com
1357,FATE Brewing Company,,
1358,Fermaentra,3039550736,http://www.fermaentra.com
1359,FH Beerworks,7196406814,
1360,FH Beerworks East,7196406814,
1361,Fiction Beer Company,7204567163,http://www.fictionbeer.com
1362,Finkel & Garf Brewing Co.,,http://www.finkelandgarf.com
1363,Floodstage Ale Works,3036547972,http://www.floodstagealeworks.com
1364,Florence Brewing Company,7197847441,http://www.florencebrewing.com
1365,Fossil Craft Beer Co,7193758298,http://www.fossilcraftbeer.com
1366,Frolic Brewing Company,,http://www.frolicbrewing.com
1367,Front Range Brewing Co.,3033390767,http://www.frontrangebrewingcompany.com
1368,Funkwerks,9704823865,http://www.funkwerks.com
1369,Gilded Goat Brewing Company,9708257192,http://www.gildedgoatbrewing.com
1370,Glenwood Canyon Brewing Co,9709451276,http://www.glenwoodcanyon.com
1371,Goat Patch Brewing Co.,7194714628,http://www.goatpatchbrewing.com
1372,Gold Camp Brewing Co,7196950344,
1373,Golden Block Brewery,9703875962,http://www.goldenblockbrewery.com
1374,Golden City Brewery,3032798092,
1375,Goldspot Brewing Co,3039555657,http://www.goldspotbrewing.com
1376,Good River Beer Company,6023697442,http://www.grbeerco.com
1377,Gordon Biersch Brewery Restaurant - Broomfield,7208872991,http://www.gordonbiersch.com/restaurant
1378,Gore Range Brewery,9709262739,http://www.gorerangebrewery.com
1379,Grand Adventure Brewing Company,9707249219,http://www.grandadventure.us
1380,"Grand Lake Brewing Co, The",3039081677,http://www.grandlakebrewing.com
1381,Grandma's House,3035786754,http://www.grandmasbeer.com
1382,Gravity Brewing,3035440746,http://www.thegravitybrewing.com
1383,Great Divide Brewing Co,3032969460,http://www.greatdivide.com
1384,Great Divide Brewing Co - RiNo Barrel Bar,3032969460,http://greatdivide.com/
1385,Great Frontier Brewing Company,7203281758,http://www.greatfrontierbeer.com
1386,Green Earth Brewing Company,9707022332,http://www.greenearthbrewingco.com
1387,Green Mountain Beer Company,3039860201,http://www.greenmountainbeercompany.com
1388,"Grimm Brothers Brewhouse, LLC",9706246045,http://www.grimmbeer.com
1389,Grist Brewing Company,703604782,http://gristbrewingcompany.com
1390,Grist Brewing Company - Lone Tree,3037289394,
1391,Grossen Bart Brewery,7204382060,http://www.grossenbart.com
1392,"Guanella Pass Brewing Company, LLC",3035695167,http://www.guanellapass.com
1393,Gunbarrel Brewing Company,8008035732,http://www.gunbarrelbrewing.com
1394,Halfpenny Brewing Company,7205830580,http://www.halfpennybrewing.com
1395,Hideaway Park Brewery,7204026513,http://www.hideawayparkbrewery.com
1396,High Alpine Brewing Company,9706424500,http://www.highalpinebrewing.com
1397,High Hops Brewery,9706742841,http://www.highhopsbrewery.com
1398,HighSide Brewery,9706682337,http://www.highsidebrewing.com
1399,Hogshead Brewery,3038869655,http://www.hogsheadbrewery.com
1400,Holidaily Brewing Co,3032782337,http://www.holidailybrewing.com
1401,Holidaily Production Facility,,
1402,Horse & Dragon Brewing Company,9706318038,http://www.horseanddragonbrewing.com
1403,Horsefly Brewing Co,9702496889,http://www.horseflybrewing.com
1404,IDK Beer Co,,
1405,Idylwilde Brewing,9702746332,http://idylwildebrewing.com
1406,Incline Brewing,,
1407,Industrial Revolution Brewing Company,3038281200,
1408,Intersect Brewing,9706822041,http://www.intersectbrewing.com
1409,Iron Bird Brewing Co.,7194247002,http://www.ironbirdbrewing.com
1410,Iron Mule Brewery,,
1411,Iron Tree Table & Taps,7197480124,http://www.irontreerestaurant.com
1412,Ironworks Brewery & Pub,3039855818,http://www.ironworkspub.com
1413,Irwin Brewing Company,9702757578,http://www.irwinbrewingco.com
1414,J Moe's Brewing Company,3032874824,http://www.creedebeer.com
1415,J. Fargo's Family Dining & Micro Brewery / Coyote J Brewing Co,9705640242,http://www.jfargos.com
1416,Jagged Mountain Brewery,7206892337,http://www.jaggedmountainbrewery.com
1417,JAKs Brewing Company,7193751116,http://www.jaksbrewing.com
1418,James Peak Brewery,3032589453,http://www.jamespeakbrew.com
1419,Jessup Farm Barrel House,9705688345,http://jessupfarm.com/barrel-house/
1420,Joyride Brewing Co,7204327560,http://joyridebrewing.com
1421,Kannah Creek Brewing Co,9702630111,http://www.kannahcreekbrewingco.com
1422,Kanook Beer Company,3036188362,http://www.kanookbeer.com
1423,"Kettle and Spoke Brewery, LLC",7196509697,http://www.kettleandspoke.com
1424,Kokopelli Beer Company,7208406835,http://www.kokopellibeer.com
1425,Lady Justice Brewing Company,,http://www.ladyjusticebrewing.com
1426,Lake City Brewing Company,9709445222,http://www.lcbrewco.com
1427,Landlocked Ales,3032848748,http://www.landlockedales.com
1428,Lariat Lodge Brewing,3036741842,http://www.LariatLodgeBrewing.com
1429,Launch Pad Brewery,7208782627,http://www.launchpadbrewery.com
1430,Left Hand Brewing Company,3037720258,http://www.lefthandbrewing.com
1431,Liquid Mechanics Brewing Company,7205507813,http://www.liquidmechanicsbrewing.com
1432,Little Machine,3032847893,http://www.littlemachinebeer.com
1433,Living the Dream Brewing Co.,3032849585,http://www.livingthedreambrewing.com
1434,Local Relic,7192700077,http://www.localrelic.com
1435,Locavore Beer Works,7204764419,http://www.locavorebeerworks.com
1436,Lone Tree Brewing Co,3037925822,http://www.lonetreebrewingco.com
1437,Long Table Brewing,,
1438,Lost Friend Brewing Company,,http://www.lostfriendbrewing.com
1439,Lost Highway Brewing,,http://www.losthighwaybrewing.com
1440,Loveland Aleworks,9704057465,http://www.lovelandaleworks.com
1441,Lowdown Brewery + Kitchen,7205248065,http://www.lowdownbrewery.com
1442,LUKI Brewery,3034034434,http://www.lukibrew.com
1443,Lumpy Ridge Brewing Co,9702351752,http://www.lumpyridgebrewing.com
1444,Mad Jack's Mountain Brewery,3038162337,http://www.madjacksmountainbrewery.com
1445,Mahogany Ridge Brewery & Grill,9708793773,
1446,Main Street Brewery/Four Corners,9705649112,
1447,Mancos Brewing Company,9705339761,http://www.mancosbrewingcompany.com
1448,Manitou Brewing Company,7192827709,http://www.manitou-brewing.com
1449,March Hare Brewing,3039606020,
1450,Mascher Brewing Co.,8329482020,http://www.mascher.beer/
1451,Mash Lab Brewing,9702629225,http://www.mashlabbrewing.com
1452,Maxline Brewing,9702862855,http://www.maxlinebrewing.com
1453,McClellan's Brewing Company,9705688473,http://www.mcclellansbrewingcompany.com
1454,"McOva Craft Beer Works, LLC",3035215027,
1455,MillerCoors Brewing Co - Golden,3032776246,
1456,Mockery Brewing,3039532058,http://Mockerybrewing.com
1457,Moonlight Pizza,7195394277,http://www.moonlightpizza.biz
1458,Mother Tucker Brewery,3035659459,http://mothertuckerbrewery.com
1459,Mountain Cowboy Brewing Company,3039524433,http://www.mountaincowboybrewing.com
1460,Mountain Sun Pub and Brewery,3035460886,http://www.mountainsunpub.com
1461,Mountain Tap Brewery,9708796646,http://www.mountaintapbrewery.com
1462,Mountain Toad Brewing,7206383244,http://mountaintoadbrewing.com
1463,Nano 108 Brewing Co,7195962337,http://www.nano108brewing.com
1464,Never Summer Brewing Co,9708870333,
1465,New Belgium - The Woods At The Source,,http://www.newbelgium.com/Brewery/TheWoods
1466,New Belgium Brewing Co,9702210524,http://www.newbelgium.com
1467,New Image Brewing Co,7708811010,http://www.nibrewing.com
1468,New Planet Beer Co,3034994978,http://www.newplanetbeer.com
1469,New Terrain Brewing Company,7206977848,http://newterrainbrewing.com
1470,Novel Strand Brewing,5189613217,
1471,Oasis Brewery,3033174369,http://www.oasisbeer.com
1472,Odd13 Brewing Inc,3039974164,http://www.odd13brewing.com
1473,Odd13 Production Facility,,
1474,Odell Brewing Co,9704989070,http://www.odellbrewing.com
1475,Odell Brewing Co - Denver,,
1476,Odyssey Beerwerks,3034210772,http://www.odysseybeerwerks.com
1477,Old Colorado Brewing Co,9702172129,http://www.oldcoloradobrewing.com
1478,Open Door Brewing Company,7205931401,http://www.opendoorbrewco.com
1479,Oskar Blues Brewery - Lyons,3038236685,http://www.oskarblues.com
1480,Oskar Blues Brewery & Tasty Weasel Tap Room,3037760724,http://www.oskarblues.com
1481,Our Mutual Friend Brewing,3032963441,http://www.omfbeer.com
1482,Ouray Brewery,9703257388,http://www.ouraybrewery.com
1483,Ourayle House Brewery,9709031824,
1484,Out World Brewing,,http://www.outworld.beer
1485,Outer Range Brewing Co,9703683101,http://www.outerrange.com
1486,Over Yonder Brewing Company,7203638089,
1487,Pagosa Brewing & Grill,9707312739,http://www.pagosabrewing.com
1488,Palisade Brewing Company,9704641462,http://www.palisadebrewingcompany.com
1489,Paonia United Brewing Company,9704177759,http://www.paoniaunitedbrew.com
1490,Paradox Beer Co,,http://www.paradoxbeercompany.com
1491,Parts & Labor Brewing Company,9702228221,http://www.partsandlaborbrewing.com
1492,Pdub Brewing Co,7196478864,http://www.pdubbrewing.com
1493,Peak To Peak Tap & Brew,7204468714,http://www.peakbrews.com
1494,Peak To Peak Tap & Brew,,
1495,Peak View Brewing Company,3036418731,http://www.peakviewbrewing.com
1496,Peaks N Pines Brewing Company,7193586758,http://www.peaksnpinesbrewery.com
1497,Periodic Brewing LLC,7203168144,http://www.periodicbrewing.com
1498,Periodic Brewing Northglenn,7208641012,
1499,Phantom Canyon Brewing Co,7196352800,http://www.phantomcanyon.com
1500,Pikes Peak Brewing,7192084098,http://www.pikespeakbrewing.com
1501,Pilothouse Brewing Company,3039944971,http://www.pilothousebrewco.com
1502,Pints Pub Brewery and Freehouse,3035347543,http://www.pintspub.com
1503,Pitchers Sports Restaurant and Brewery,9704935374,http://www.pitchersbrewery.com
1504,Platt Park Brewing Co.,3039686674,http://www.plattparkbrewing.com
1505,Primitive Beer LLC,9142557436,http://www.Primitive.beer
1506,Prost Brewing,3037291175,http://www.prostbrewing.com
1507,Prost Brewing Fort Collins,9704842421,
1508,Pug Ryan's Brewing Company,9704682145,http://www.pugryans.com
1509,Pumphouse Brewery and Restaurant,3037020881,http://www.pumphousebrewery.com
1510,Purpose Brewing and Cellars,9703774107,http://www.purposebrewing.com
1511,Raices Brewing Co,2024237060,http://www.raicesbrewing.com
1512,Rails End Beer Company,3033538121,http://www.railsendbeerco.com
1513,Rally King Brewing,9705688936,http://www.rallykingbrewing.com
1514,Ramskeller,9704911055,
1515,Rancho De Lomi Brewing,4156067246,
1516,Ratio Beerworks,3102669264,http://ratiobeerworks.com
1517,Red Leg Brewing Company,7195983776,http://www.redlegbrewingco.com
1518,Red Mountain Brewing,9703259858,http://www.redmountainbrewingouray.com
1519,Red Truck Beer Company,,
1520,Red Truck Beer Company Ltd.,6046824733,
1521,Redgarden Brewery,3036199601,http://www.redgardenbrewery.com
1522,Renegade Brewing Company,3035345407,http://renegadebrewing.com
1523,Renegade Brewing Company - Production,7204014089,http://www.renegadebrewing.com
1524,Resolute Brewing Company,7207221238,http://www.resolutebrewingco.com
1525,Rhythm River Brewing Company,,http://www.rhythmriverbrewing.com
1526,Riff Raff Brewing,9702644677,http://www.riffraffbrewing.com
1527,River North Brewery,7858656057,http://www.rivernorthbrewery.com
1528,River North Brewery - RiNo,7858656057,http://www.rivernorthbrewery.com
1529,Roaring Fork Beer Company,9705105934,http://www.roaringforkbeerco.com
1530,Rock Bottom Brewery - Centerra Promenade,9706222077,http://www.rockbottom.com
1531,Rock Bottom Brewery - Colorado Springs,7195503586,http://www.rockbottom.com
1532,Rock Bottom Brewery - Denver,3035347616,http://www.rockbottom.com
1533,Rock Bottom Brewery - Englewood,3037929090,http://www.rockbottom.com
1534,Rock Bottom Brewery - Highlands Ranch,,
1535,Rock Bottom Brewery - Orchard Cntr,3032551625,http://www.rockbottom.com
1536,Rock Bottom Brewery - Westminster,7205660198,http://www.rockbottom.com
1537,Rock Cut Brewing Company,,
1538,Rockslide Brewing Co,9702419311,http://www.rockslidebrewpub.com
1539,Rocky Mountain Brewery,7195281651,http://www.rockymountainbrews.com
1540,"Rocky Mountain Taphouse, LLC",9703026551,http://www.rockymountaintaphouse.com
1541,Rockyard Brewing Company,3038149273,http://www.rockyard.com
1542,Royal Gorge Brew Pub,7193454141,http://www.royalgorgebrewing.com
1543,Rustica Brewing Company,7203979682,http://www.rusticabrewery.com
1544,Saint Patrick's Brewing Company,3037187575,http://www.stpatricksbrewco.com
1545,San Luis Valley Brewing Co,7195872337,http://www.slvbrewco.com
1546,Sanitas Brewing Co,2152667762,http://www.sanitasbrewing.com/
1547,Seedstock Brewery,7204767831,http://www.seedstockbrewery.com
1548,Shamrock Brewing Company,7195429974,http://www.shamrockbrewing.com
1549,Sherpa Brewery Pvt. Ltd.,,
1550,Shoes & Brews,7203404290,http://www.shoesbrews.com
1551,SKA Brewing,,
1552,Sleeping Giant Brewing Company,,http://www.sleepinggiantbrewing.com
1553,Smiling Toad Brewery,7194182936,http://www.smilingtoadbrewery.com
1554,Smuggler's Brewpub,9707285620,http://www.smugglersbrewpub.com
1555,Snowbank Brewing,9709995658,http://www.snowbank.beer
1556,SomePlace Else Brewery,7205124162,
1557,Something Brewery,7206601343,http://www.somethingbrewery.com
1558,Soul Squared Brewing Co.,,http://www.soulsquaredbrewing.com
1559,Soulcraft Brewing,7195395428,http://www.soulcraftbeer.com
1560,South Park Brewing,7198361932,http://www.southparkbrewingco.com
1561,Southern Sun Pub and Brewery,3035430886,http://www.mountainsunpub.com
1562,Spangalang Brewery,3032971276,http://www.spangalangbrewery.com
1563,Spice Trade Brewing,3034319000,http://www.spicetradebrewing.com
1564,Square Peg Brewerks,7195807472,http://www.squarepegbrewerks.com
1565,SS Fermentations Ltd.,9706184332,
1566,Station 26 Brewing Co,,http://www.station26brewing.co
1567,Steamworks Brewing Co,9702599200,http://www.steamworksbrewing.com
1568,Stein Brewing Company,3033960384,http://www.jwellsbrewery.com
1569,Stoik Beer Company,,http://www.stoikbeer.com
1570,Storm Peak Brewing Company,9708791999,http://www.stormpeakbrewing.com
1571,Storybook Brewing,7196336266,http://www.storybookbrewing.com
1572,Strange Craft Beer Co,7209852337,http://www.strangecraft.com
1573,Stronghouse Brewery,,
1574,Suds Brothers Brewing Co #2,9708581571,http://www.sudsbrothers2fruita.com
1575,Teachers Lounge Brewing,3038685142,http://www.eachersloungebrewing.com
1576,Telluride Brewing Co,9707285094,http://www.telluridebrewingco.com
1577,The Bakers' Brewery,9704680170,http://www.thebakersbrewery.com
1578,The Barn Brewery,,
1579,The Brew On Broadway (The BoB),3037815665,http://www.thebrewonbroadway.com
1580,The Grateful Gnome Sandwich Shoppe and Brewery,7205986863,http://www.thegratefulgnome.com
1581,The Intrepid Sojourner Beer Project,8122498792,http://sojournerbeers.com
1582,The Larimer Beer Company,7205076369,http://www.thelarimer.com
1583,The Peak Brewing Company,9707267951,http://www.thepeakwp.com
1584,The Post Brewing Co,7203723341,http://www.postbrewing.com
1585,The Post Brewing Co,3035932066,http://www.postbrewing.com
1586,The Sandlot Brewery At Coors Field,3032981587,http://www.millercoors.com
1587,Thirsty Monk Pub Brewery,,
1588,Three Barrel Brewing Co,7196570681,http://www.threebarrelbrew.com
1589,Three Four Beer Company,9706821560,http://www.threefourbeerco.com
1590,Tilted Barrel Brew Pub,9706198950,http://www.tiltedbarrelbrewpub.com
1591,Timnath Beerwerks,9702224131,
1592,Tivoli Brewing Company,3035826039,
1593,Tommyknocker Brewery & Pub,3035674419,http://www.tommyknocker.com
1594,Tom's Urban Kitchen and Brewery,3035826039,
1595,Trinity Brewing,7196340029,http://www.trinitybrew.com
1596,TRVE Brewing Co,3033511021,http://trvebrewing.com
1597,TRVE Brewing Co. - The Acid Temple,3033511021,
1598,Tumbleweed Brewing and Wine Company,9706302818,http://www.tumbleweedbrewing.com
1599,Twisted Pine Brewing Co,3037869270,http://www.twistedpinebrewing.com
1600,Two Rascals Brewing Co,9702498689,http://www.tworascalsbrewing.com
1601,Two22 Brew,7203289038,http://www.two22brew.com
